20140804:10:00:00.000873,1601.17,109312	 flag: 1
20140804:10:00:11.260931,1771.61,615231	 flag: 1
20140804:10:00:11.262518,1636.30,698958	 flag: 1
20140804:10:00:11.269883,1590.28,749693	 flag: 1
20140804:10:00:11.274788,1632.26,25066	 flag: 1
20140804:10:00:11.278282,909.07,557027	 flag: 1
20140804:10:00:11.280483,1703.63,201911	 flag: 1
20140804:10:00:11.282330,1823.99,334003	 flag: 1
20140804:10:00:11.284207,1610.38,73952	 flag: 1
20140804:10:00:11.289040,914.98,41103	 flag: 1
20140804:10:00:11.289311,919.04,123642	 flag: 1
20140804:10:00:11.309166,1917.92,619669	 flag: 1
20140804:10:00:11.325904,1585.18,445345	 flag: 1
20140804:10:00:11.331371,887.95,693487	 flag: 1
20140804:10:00:11.347641,1595.60,5447	 flag: 1
20140804:10:00:11.354267,926.02,292209	 flag: 1
20140804:10:00:11.366971,876.89,250475	 flag: 1
20140804:10:00:11.369649,1657.12,548091	 flag: 1
20140804:10:00:11.382032,2092.70,103000	 flag: 1
20140804:10:00:11.385175,1845.22,286913	 flag: 1
20140804:10:00:11.388211,936.88,478371	 flag: 1
20140804:10:00:11.388436,1601.89,262935	 flag: 1
20140804:10:00:11.404414,942.03,34590	 flag: 1
20140804:10:00:11.410221,935.26,385468	 flag: 1
20140804:10:00:11.418498,1714.11,646182	 flag: 1
20140804:10:00:11.419997,1862.75,1602	 flag: 1
20140804:10:00:11.422907,848.71,167178	 flag: 1
20140804:10:00:11.426543,1886.63,451556	 flag: 1
20140804:10:00:11.428550,1900.17,701944	 flag: 1
20140804:10:00:11.431886,1658.70,326161	 flag: 1
20140804:10:00:11.438494,1751.97,139405	 flag: 1
20140804:10:00:11.440230,1736.29,747522	 flag: 1
20140804:10:00:11.443080,1641.64,679258	 flag: 1
20140804:10:00:11.444171,931.11,330904	 flag: 1
20140804:10:00:11.445222,1946.48,492544	 flag: 1
20140804:10:00:11.447316,1846.43,743161	 flag: 1
20140804:10:00:11.449757,1625.18,739770	 flag: 1
20140804:10:00:11.454030,1628.82,444704	 flag: 1
20140804:10:00:11.458962,1610.85,548778	 flag: 1
20140804:10:00:11.463624,1598.33,419449	 flag: 1
20140804:10:00:11.475037,903.08,670611	 flag: 1
20140804:10:00:11.485371,1708.83,347111	 flag: 1
20140804:10:00:11.485639,938.41,131468	 flag: 1
20140804:10:00:11.487031,1809.18,433816	 flag: 1
20140804:10:00:11.487097,1666.76,448838	 flag: 1
20140804:10:00:11.487444,875.27,188836	 flag: 1
20140804:10:00:11.490892,1971.70,325279	 flag: 1
20140804:10:00:11.502632,1676.21,195537	 flag: 1
20140804:10:00:11.505548,1607.05,22267	 flag: 1
20140804:10:00:11.514062,894.31,63105	 flag: 1
20140804:10:00:11.521629,2033.52,145760	 flag: 1
20140804:10:00:11.521775,1849.53,278440	 flag: 1
20140804:10:00:11.527081,896.24,260952	 flag: 1
20140804:10:00:11.536973,1617.38,658028	 flag: 1
20140804:10:00:11.542489,1982.07,70171	 flag: 1
20140804:10:00:11.548763,896.85,268902	 flag: 1
20140804:10:00:11.550077,889.82,412396	 flag: 1
20140804:10:00:11.553839,908.01,655188	 flag: 1
20140804:10:00:11.565518,1824.12,513841	 flag: 1
20140804:10:00:11.593587,1738.02,697962	 flag: 1
20140804:10:00:11.597300,1859.30,386576	 flag: 1
20140804:10:00:11.599198,1693.50,444852	 flag: 1
20140804:10:00:11.599708,1675.02,615159	 flag: 1
20140804:10:00:11.600525,1779.27,410885	 flag: 1
20140804:10:00:11.605827,1726.72,313089	 flag: 1
20140804:10:00:11.630727,954.54,29133	 flag: 1
20140804:10:00:11.642407,2012.29,298210	 flag: 1
20140804:10:00:11.645470,1779.42,417943	 flag: 1
20140804:10:00:11.645516,1824.90,239874	 flag: 1
20140804:10:00:11.646362,1650.65,10685	 flag: 1
20140804:10:00:11.663676,1641.93,166315	 flag: 1
20140804:10:00:11.667745,1604.61,717022	 flag: 1
20140804:10:00:11.668154,1686.56,239605	 flag: 1
20140804:10:00:11.668801,1815.25,674558	 flag: 1
20140804:10:00:11.670892,1720.06,459796	 flag: 1
20140804:10:00:11.671209,1618.87,437492	 flag: 1
20140804:10:00:11.681785,1606.33,50597	 flag: 1
20140804:10:00:11.710103,948.94,91514	 flag: 1
20140804:10:00:11.715398,1806.54,367428	 flag: 1
20140804:10:00:11.722423,1800.80,722507	 flag: 1
20140804:10:00:11.724380,951.22,347508	 flag: 1
20140804:10:00:11.725811,923.68,249137	 flag: 1
20140804:10:00:11.728493,1661.85,573573	 flag: 1
20140804:10:00:11.735118,849.34,438449	 flag: 1
20140804:10:00:11.736881,1682.54,402697	 flag: 1
20140804:10:00:11.741078,1626.72,654391	 flag: 1
20140804:10:00:11.748717,942.07,366172	 flag: 1
20140804:10:00:11.752601,1720.42,120826	 flag: 1
20140804:10:00:11.753575,1605.80,600659	 flag: 1
20140804:10:00:11.756093,1639.87,664423	 flag: 1
20140804:10:00:11.759988,841.98,84726	 flag: 1
20140804:10:00:11.768182,1617.73,455745	 flag: 1
20140804:10:00:11.768311,1598.40,247595	 flag: 1
20140804:10:00:11.768627,1644.14,191108	 flag: 1
20140804:10:00:11.770406,1646.72,133200	 flag: 1
20140804:10:00:11.779659,1777.30,318011	 flag: 1
20140804:10:00:11.780425,1639.25,381288	 flag: 1
20140804:10:00:11.783581,1756.37,261868	 flag: 1
20140804:10:00:11.789861,1584.75,297216	 flag: 1
20140804:10:00:11.794088,2231.92,172180	 flag: 1
20140804:10:00:11.797981,1747.87,730352	 flag: 1
20140804:10:00:11.799081,940.54,141538	 flag: 1
20140804:10:00:11.799415,1852.33,696430	 flag: 1
20140804:10:00:11.803948,1658.02,181894	 flag: 1
20140804:10:00:11.816689,897.26,653768	 flag: 1
20140804:10:00:11.818130,1879.57,472110	 flag: 1
20140804:10:00:11.825420,930.91,64299	 flag: 1
20140804:10:00:11.827149,1632.36,134217	 flag: 1
20140804:10:00:11.841501,1622.11,555125	 flag: 1
20140804:10:00:11.843035,917.36,467823	 flag: 1
20140804:10:00:11.845003,1866.55,87118	 flag: 1
20140804:10:00:11.868993,947.15,209955	 flag: 1
20140804:10:00:11.873424,1641.45,126686	 flag: 1
20140804:10:00:11.882952,1628.31,256876	 flag: 1
20140804:10:00:11.883721,1604.97,709331	 flag: 1
20140804:10:00:11.886419,1764.46,629386	 flag: 1
20140804:10:00:11.897557,887.28,217299	 flag: 1
20140804:10:00:11.902526,1827.46,170643	 flag: 1
20140804:10:00:11.914903,1654.57,709402	 flag: 1
20140804:10:00:11.918295,1830.69,4585	 flag: 1
20140804:10:00:11.920470,1807.32,33329	 flag: 1
20140804:10:00:11.921552,1778.91,45370	 flag: 1
20140804:10:00:11.922401,1608.25,37615	 flag: 1
20140804:10:00:11.922959,1662.78,34413	 flag: 1
20140804:10:00:11.923272,1624.16,142345	 flag: 1
20140804:10:00:11.926383,1762.56,695556	 flag: 1
20140804:10:00:11.927413,1888.17,269240	 flag: 1
20140804:10:00:11.928535,1646.33,445946	 flag: 1
20140804:10:00:11.932229,904.54,482397	 flag: 1
20140804:10:00:11.932422,1826.35,543941	 flag: 1
20140804:10:00:11.934248,1713.60,230781	 flag: 1
20140804:10:00:11.935329,1622.84,524365	 flag: 1
20140804:10:00:11.940914,1611.18,208339	 flag: 1
20140804:10:00:11.946799,1856.19,299153	 flag: 1
20140804:10:00:11.949821,1689.91,324310	 flag: 1
20140804:10:00:11.954798,1775.72,742312	 flag: 1
20140804:10:00:11.956979,1590.79,607898	 flag: 1
20140804:10:00:11.970296,1821.58,617391	 flag: 1
20140804:10:00:11.978527,1606.56,332582	 flag: 1
20140804:10:00:11.990857,1682.59,217656	 flag: 1
20140804:10:00:11.994513,1720.91,185582	 flag: 1
20140804:10:00:11.999757,1800.91,732024	 flag: 1
20140804:10:00:12.000118,1646.55,347429	 flag: 1
20140804:10:00:12.001599,1860.18,20663	 flag: 1
20140804:10:00:12.048257,1685.56,206593	 flag: 1
20140804:10:00:12.055964,1680.61,40880	 flag: 1
20140804:10:00:12.059178,1933.41,113707	 flag: 1
20140804:10:00:12.062283,1816.78,36017	 flag: 1
20140804:10:00:12.082481,944.75,132559	 flag: 1
20140804:10:00:12.106731,2031.04,623541	 flag: 1
20140804:10:00:12.109132,1800.60,497179	 flag: 1
20140804:10:00:12.109170,1878.13,339912	 flag: 1
20140804:10:00:12.109353,1758.67,282447	 flag: 1
20140804:10:00:12.110824,926.12,223330	 flag: 1
20140804:10:00:12.112971,1669.00,77084	 flag: 1
20140804:10:00:12.120826,1700.02,572781	 flag: 1
20140804:10:00:12.149073,909.62,167123	 flag: 1
20140804:10:00:12.151519,1811.30,329327	 flag: 1
20140804:10:00:12.161311,1604.09,479770	 flag: 1
20140804:10:00:12.165207,1888.48,710646	 flag: 1
20140804:10:00:12.169039,937.26,716795	 flag: 1
20140804:10:00:12.174535,1633.07,186465	 flag: 1
20140804:10:00:12.176728,1841.81,144300	 flag: 1
20140804:10:00:12.184765,929.73,732255	 flag: 1
20140804:10:00:12.184876,1911.94,79805	 flag: 1
20140804:10:00:12.187615,1752.36,554254	 flag: 1
20140804:10:00:12.198690,1729.22,595691	 flag: 1
20140804:10:00:12.228489,920.11,220357	 flag: 1
20140804:10:00:12.228883,943.47,61974	 flag: 1
20140804:10:00:12.250197,1637.97,252762	 flag: 1
20140804:10:00:12.261920,883.14,464398	 flag: 1
20140804:10:00:12.273107,1995.57,465544	 flag: 1
20140804:10:00:12.286939,892.80,641034	 flag: 1
20140804:10:00:12.288752,1617.74,203748	 flag: 1
20140804:10:00:12.297529,1651.91,479536	 flag: 1
20140804:10:00:12.315292,1592.38,57555	 flag: 1
20140804:10:00:12.315635,949.12,743031	 flag: 1
20140804:10:00:12.317460,852.26,116485	 flag: 1
20140804:10:00:12.317656,820.41,64137	 flag: 1
20140804:10:00:12.395478,956.39,458367	 flag: 1
20140804:10:00:12.401853,1821.08,715823	 flag: 1
20140804:10:00:12.411530,920.43,730155	 flag: 1
20140804:10:00:12.414687,1847.09,199574	 flag: 1
20140804:10:00:12.419578,1931.75,105139	 flag: 1
20140804:10:00:12.427706,1635.40,44205	 flag: 1
20140804:10:00:12.429593,936.73,107409	 flag: 1
20140804:10:00:12.429634,1898.06,354838	 flag: 1
20140804:10:00:12.451992,1689.78,519393	 flag: 1
20140804:10:00:12.454815,865.56,244771	 flag: 1
20140804:10:00:12.466382,1727.90,679407	 flag: 1
20140804:10:00:12.468322,944.38,285064	 flag: 1
20140804:10:00:12.497508,1780.21,655921	 flag: 1
20140804:10:00:12.500393,948.59,722411	 flag: 1
20140804:10:00:12.508773,1908.54,598330	 flag: 1
20140804:10:00:12.517836,1631.78,25639	 flag: 1
20140804:10:00:12.521317,1685.80,310552	 flag: 1
20140804:10:00:12.528747,923.40,153446	 flag: 1
20140804:10:00:12.532526,1883.16,485262	 flag: 1
20140804:10:00:12.533437,1707.22,716461	 flag: 1
20140804:10:00:12.568704,939.62,475343	 flag: 1
20140804:10:00:12.600251,1784.75,118338	 flag: 1
20140804:10:00:12.616034,1605.01,32090	 flag: 1
20140804:10:00:12.626498,930.80,566653	 flag: 1
20140804:10:00:12.627150,2076.96,211878	 flag: 1
20140804:10:00:12.630770,1759.49,660224	 flag: 1
20140804:10:00:12.634010,1847.68,154095	 flag: 1
20140804:10:00:12.639918,1622.38,427979	 flag: 1
20140804:10:00:12.642852,1706.80,450003	 flag: 1
20140804:10:00:12.647984,1818.50,290202	 flag: 1
20140804:10:00:12.661480,1973.04,350097	 flag: 1
20140804:10:00:12.669084,1896.27,597882	 flag: 1
20140804:10:00:12.698101,1786.53,695800	 flag: 1
20140804:10:00:12.699177,1638.80,618216	 flag: 1
20140804:10:00:12.701547,1843.03,83728	 flag: 1
20140804:10:00:12.709327,1606.91,463859	 flag: 1
20140804:10:00:12.715207,1642.92,102354	 flag: 1
20140804:10:00:12.723913,1602.89,82215	 flag: 1
20140804:10:00:12.725807,1706.82,42329	 flag: 1
20140804:10:00:12.731019,2026.45,76261	 flag: 1
20140804:10:00:12.736933,1755.33,545292	 flag: 1
20140804:10:00:12.761141,2105.58,548822	 flag: 1
20140804:10:00:12.786446,1678.96,621322	 flag: 1
20140804:10:00:12.800078,1605.49,123307	 flag: 1
20140804:10:00:12.802365,906.51,593320	 flag: 1
20140804:10:00:12.814353,1682.62,107822	 flag: 1
20140804:10:00:12.869844,1637.12,643193	 flag: 1
20140804:10:00:12.877060,1861.64,12248	 flag: 1
20140804:10:00:12.887831,1678.83,201542	 flag: 1
20140804:10:00:12.896624,1669.80,637380	 flag: 1
20140804:10:00:12.933966,2029.73,640624	 flag: 1
20140804:10:00:12.935127,896.46,325369	 flag: 1
20140804:10:00:12.935403,1642.17,604138	 flag: 1
20140804:10:00:12.940227,1706.83,726835	 flag: 1
20140804:10:00:12.946442,926.28,145930	 flag: 1
20140804:10:00:12.952539,1739.57,339242	 flag: 1
20140804:10:00:12.956467,1610.46,311126	 flag: 1
20140804:10:00:12.957945,1593.94,719859	 flag: 1
20140804:10:00:12.967031,1653.58,564016	 flag: 1
20140804:10:00:12.988677,908.05,468883	 flag: 1
20140804:10:00:12.994265,1763.68,749571	 flag: 1
20140804:10:00:12.997120,912.46,288976	 flag: 1
20140804:10:00:13.004302,1769.15,561388	 flag: 1
20140804:10:00:13.054806,1640.86,10321	 flag: 1
20140804:10:00:13.071303,890.49,133985	 flag: 1
20140804:10:00:13.071354,1611.58,246367	 flag: 1
20140804:10:00:13.071648,937.32,257660	 flag: 1
20140804:10:00:13.071779,834.76,76601	 flag: 1
20140804:10:00:13.075414,902.65,526881	 flag: 1
20140804:10:00:13.112851,1600.05,504554	 flag: 1
20140804:10:00:13.142708,923.34,711819	 flag: 1
20140804:10:00:13.181919,1626.10,398013	 flag: 1
20140804:10:00:13.186332,1676.37,321522	 flag: 1
20140804:10:00:13.201300,1630.50,99347	 flag: 1
20140804:10:00:13.202162,1629.68,165753	 flag: 1
20140804:10:00:13.204298,1689.94,391224	 flag: 1
20140804:10:00:13.205352,913.58,565845	 flag: 1
20140804:10:00:13.219689,1660.63,587115	 flag: 1
20140804:10:00:13.222655,954.76,320670	 flag: 1
20140804:10:00:13.243816,1676.64,434277	 flag: 1
20140804:10:00:13.304693,1891.14,634586	 flag: 1
20140804:10:00:13.314655,1817.36,200267	 flag: 1
20140804:10:00:13.371587,1704.30,690542	 flag: 1
20140804:10:00:13.372060,1698.27,702419	 flag: 1
20140804:10:00:13.380048,1743.80,711341	 flag: 1
20140804:10:00:13.384780,1611.34,504548	 flag: 1
20140804:10:00:13.388174,1784.89,643672	 flag: 1
20140804:10:00:13.395514,1790.41,491949	 flag: 1
20140804:10:00:13.411249,1861.21,737296	 flag: 1
20140804:10:00:13.420194,943.16,188820	 flag: 1
20140804:10:00:13.463348,1732.42,444400	 flag: 1
20140804:10:00:13.466760,929.76,511264	 flag: 1
20140804:10:00:13.524140,1610.10,584776	 flag: 1
20140804:10:00:13.535342,1612.32,651599	 flag: 1
20140804:10:00:13.551031,1648.31,465388	 flag: 1
20140804:10:00:13.575383,1673.64,664576	 flag: 1
20140804:10:00:13.595585,850.18,469627	 flag: 1
20140804:10:00:13.625931,1752.67,444682	 flag: 1
20140804:10:00:13.642210,1731.72,663507	 flag: 1
20140804:10:00:13.678835,938.86,24765	 flag: 1
20140804:10:00:13.680735,1603.97,200306	 flag: 1
20140804:10:00:13.730369,1621.32,251652	 flag: 1
20140804:10:00:13.743683,1627.19,585285	 flag: 1
20140804:10:00:13.759904,2024.35,52113	 flag: 1
20140804:10:00:13.763021,1678.87,326854	 flag: 1
20140804:10:00:13.770883,1593.46,113924	 flag: 1
20140804:10:00:13.820418,1691.47,395158	 flag: 1
20140804:10:00:13.820594,899.03,313341	 flag: 1
20140804:10:00:13.833661,1595.99,570083	 flag: 1
20140804:10:00:13.834478,1637.49,507453	 flag: 1
20140804:10:00:13.846064,874.11,11935	 flag: 1
20140804:10:00:13.871330,818.14,309673	 flag: 1
20140804:10:00:13.887451,901.22,592670	 flag: 1
20140804:10:00:13.936766,1687.63,639390	 flag: 1
20140804:10:00:13.966798,1604.97,184357	 flag: 1
20140804:10:00:13.975050,869.73,511470	 flag: 1
20140804:10:00:13.975425,922.24,546075	 flag: 1
20140804:10:00:13.980804,926.83,17100	 flag: 1
20140803:10:00:07.732751,906.99,207265	 flag: 1
20140803:10:00:07.816467,1182.24,95568	 flag: 1
20140804:10:00:07.001802,1722.30,265978	 flag: 1
20140804:10:00:07.010760,1616.89,379870	 flag: 1
20140804:10:00:07.044092,2409.74,20398	 flag: 1
20140804:10:00:07.049995,888.69,394697	 flag: 1
20140804:10:00:07.060893,1629.62,611833	 flag: 1
20140804:10:00:07.067665,1946.82,2	 flag: 1
20140804:10:00:07.073597,2062.97,279216	 flag: 1
20140804:10:00:07.100132,1962.57,637690	 flag: 1
20140804:10:00:07.123445,1782.06,188835	 flag: 1
20140804:10:00:07.135201,2053.78,214816	 flag: 1
20140804:10:00:07.157217,1633.85,607695	 flag: 1
20140804:10:00:07.167428,1697.06,392503	 flag: 1
20140804:10:00:07.193521,1715.36,191508	 flag: 1
20140804:10:00:07.205364,1777.80,359236	 flag: 1
20140804:10:00:07.218169,942.29,603284	 flag: 1
20140804:10:00:07.227595,1933.81,291484	 flag: 1
20140804:10:00:07.227790,1612.69,359293	 flag: 1
20140804:10:00:07.255763,1906.74,498582	 flag: 1
20140804:10:00:07.258678,899.90,168825	 flag: 1
20140804:10:00:07.266719,1632.09,616280	 flag: 1
20140804:10:00:07.269578,1673.23,275365	 flag: 1
20140804:10:00:07.272293,1708.56,337932	 flag: 1
20140804:10:00:07.287514,1913.22,106086	 flag: 1
20140804:10:00:07.288033,1626.72,562247	 flag: 1
20140804:10:00:07.294620,1926.24,149898	 flag: 1
20140804:10:00:07.321689,1866.13,317801	 flag: 1
20140804:10:00:07.324774,2076.71,200951	 flag: 1
20140804:10:00:07.337810,819.54,22604	 flag: 1
20140804:10:00:07.350765,1837.28,351556	 flag: 1
20140804:10:00:07.353608,933.41,295658	 flag: 1
20140804:10:00:07.355356,1660.97,251589	 flag: 1
20140804:10:00:07.365239,1666.94,671044	 flag: 1
20140804:10:00:07.369035,1699.26,42542	 flag: 1
20140804:10:00:07.375168,1827.09,60490	 flag: 1
20140804:10:00:07.384853,1628.00,445323	 flag: 1
20140804:10:00:07.386832,1698.13,320628	 flag: 1
20140804:10:00:07.393836,1658.69,552080	 flag: 1
20140804:10:00:07.405610,1819.96,321914	 flag: 1
20140804:10:00:07.408925,916.51,378635	 flag: 1
20140804:10:00:07.431250,1853.72,437034	 flag: 1
20140804:10:00:07.434731,1726.51,732854	 flag: 1
20140804:10:00:07.459697,1939.84,3356	 flag: 1
20140804:10:00:07.471550,894.42,196990	 flag: 1
20140804:10:00:07.483318,1294.44,373576	 flag: 1
20140804:10:00:07.492592,1693.00,747719	 flag: 1
20140804:10:00:07.504097,1625.51,139925	 flag: 1
20140804:10:00:07.504163,1176.59,711817	 flag: 1
20140804:10:00:07.513328,880.71,613715	 flag: 1
20140804:10:00:07.513648,1757.91,41060	 flag: 1
20140804:10:00:07.515759,1694.05,273854	 flag: 1
20140804:10:00:07.529569,1851.62,584905	 flag: 1
20140804:10:00:07.530271,869.76,184945	 flag: 1
20140804:10:00:07.539673,1909.95,315692	 flag: 1
20140804:10:00:07.547180,1623.75,233619	 flag: 1
20140804:10:00:07.547852,1207.83,151452	 flag: 1
20140804:10:00:07.563505,1617.25,551243	 flag: 1
20140804:10:00:07.582955,1632.10,685383	 flag: 1
20140804:10:00:07.585394,870.27,343418	 flag: 1
20140804:10:00:07.585962,1251.23,156159	 flag: 1
20140804:10:00:07.593408,1624.49,475991	 flag: 1
20140804:10:00:07.600582,1723.90,340621	 flag: 1
20140804:10:00:07.603713,931.22,390803	 flag: 1
20140804:10:00:07.665759,1831.45,35156	 flag: 1
20140804:10:00:07.666322,1056.99,12831	 flag: 1
20140804:10:00:07.673781,1710.61,355684	 flag: 1
20140804:10:00:07.680773,1686.57,8390	 flag: 1
20140804:10:00:07.692040,902.59,735776	 flag: 1
20140804:10:00:07.693882,1191.30,17672	 flag: 1
20140804:10:00:07.694932,1842.07,624691	 flag: 1
20140804:10:00:07.726701,1723.74,14096	 flag: 1
20140804:10:00:07.727281,1880.52,94311	 flag: 1
20140804:10:00:07.728955,1674.25,12202	 flag: 1
20140804:10:00:07.741268,934.02,186937	 flag: 1
20140804:10:00:07.753251,925.46,197256	 flag: 1
20140804:10:00:07.756724,1849.21,502751	 flag: 1
20140804:10:00:07.776666,946.22,167647	 flag: 1
20140804:10:00:07.783817,1729.30,688307	 flag: 1
20140804:10:00:07.791129,1773.40,114141	 flag: 1
20140804:10:00:07.809644,900.91,569061	 flag: 1
20140804:10:00:07.822632,1627.77,245100	 flag: 1
20140804:10:00:07.822655,1775.61,198559	 flag: 1
20140804:10:00:07.828811,1706.51,122451	 flag: 1
20140804:10:00:07.842325,1794.64,47845	 flag: 1
20140804:10:00:07.862784,1766.60,684073	 flag: 1
20140804:10:00:07.870928,1676.23,144996	 flag: 1
20140804:10:00:07.885369,862.54,183935	 flag: 1
20140804:10:00:07.887871,1638.87,519640	 flag: 1
20140804:10:00:07.900572,1674.72,111740	 flag: 1
20140804:10:00:07.905106,1665.30,187333	 flag: 1
20140804:10:00:07.923770,1782.84,741784	 flag: 1
20140804:10:00:07.936323,879.93,614752	 flag: 1
20140804:10:00:07.953469,847.51,518999	 flag: 1
20140804:10:00:07.956189,2220.27,397879	 flag: 1
20140804:10:00:07.956546,1885.35,388579	 flag: 1
20140804:10:00:07.963598,1631.10,307511	 flag: 1
20140804:10:00:07.968131,859.64,219006	 flag: 1
20140804:10:00:07.975376,888.71,228855	 flag: 1
20140804:10:00:07.983952,1677.57,595158	 flag: 1
20140804:10:00:07.992302,1628.72,623814	 flag: 1
20140804:10:00:07.996231,1703.66,371989	 flag: 1
20140804:10:00:08.020083,939.19,579650	 flag: 1
20140804:10:00:08.023557,937.22,504343	 flag: 1
20140804:10:00:08.042605,906.03,218899	 flag: 1
20140804:10:00:08.052429,1847.25,610015	 flag: 1
20140804:10:00:08.053041,865.83,247968	 flag: 1
20140804:10:00:08.055573,1767.66,246933	 flag: 1
20140804:10:00:08.058252,886.63,68253	 flag: 1
20140804:10:00:08.060960,938.00,172328	 flag: 1
20140804:10:00:08.075666,1674.89,695127	 flag: 1
20140804:10:00:08.094311,1693.13,478951	 flag: 1
20140804:10:00:08.159449,0.00,465561	 flag: 1
20140804:10:00:08.163296,1643.74,107413	 flag: 1
20140804:10:00:08.170111,1761.84,273955	 flag: 1
20140804:10:00:08.200043,937.04,613111	 flag: 1
20140804:10:00:08.213259,929.29,45745	 flag: 1
20140804:10:00:08.217051,909.79,129576	 flag: 1
20140804:10:00:08.228211,929.18,451205	 flag: 1
20140804:10:00:08.243481,1759.21,268955	 flag: 1
20140804:10:00:08.268002,868.94,139215	 flag: 1
20140804:10:00:08.308485,917.17,426730	 flag: 1
20140804:10:00:08.373050,1655.61,704694	 flag: 1
20140804:10:00:08.374119,1631.00,183811	 flag: 1
20140804:10:00:08.379018,863.62,9340	 flag: 1
20140804:10:00:08.427080,944.06,747789	 flag: 1
20140804:10:00:08.445685,1705.48,78815	 flag: 1
20140804:10:00:08.451322,887.66,507713	 flag: 1
20140804:10:00:08.451617,898.30,185025	 flag: 1
20140804:10:00:08.468409,920.25,405858	 flag: 1
20140804:10:00:08.488170,1683.25,398688	 flag: 1
20140804:10:00:08.496308,898.43,653780	 flag: 1
20140804:10:00:08.511037,1604.98,13138	 flag: 1
20140804:10:00:08.512080,854.37,716312	 flag: 1
20140804:10:00:08.516972,926.84,228582	 flag: 1
20140804:10:00:08.522752,1695.88,327842	 flag: 1
20140804:10:00:08.535421,852.87,288598	 flag: 1
20140804:10:00:08.538381,927.66,221029	 flag: 1
20140804:10:00:08.544974,1770.05,141055	 flag: 1
20140804:10:00:08.582240,1783.10,650010	 flag: 1
20140804:10:00:08.583673,879.34,586433	 flag: 1
20140804:10:00:08.596633,1761.52,567486	 flag: 1
20140804:10:00:08.606272,1608.73,379741	 flag: 1
20140804:10:00:08.611733,1769.03,66272	 flag: 1
20140804:10:00:08.617184,1631.39,93286	 flag: 1
20140804:10:00:08.620509,1424.34,441769	 flag: 1
20140804:10:00:08.631576,1669.18,207147	 flag: 1
20140804:10:00:08.652848,1761.34,123912	 flag: 1
20140804:10:00:08.658788,1718.51,726104	 flag: 1
20140804:10:00:08.679835,1718.03,227245	 flag: 1
20140804:10:00:08.681424,1593.52,164081	 flag: 1
20140804:10:00:08.683935,1634.44,390135	 flag: 1
20140804:10:00:08.683973,837.36,729396	 flag: 1
20140804:10:00:08.692986,924.93,78615	 flag: 1
20140804:10:00:08.729294,1767.16,535728	 flag: 1
20140804:10:00:08.743197,1791.09,545853	 flag: 1
20140804:10:00:08.743201,1606.14,118456	 flag: 1
20140804:10:00:08.745438,1832.70,401324	 flag: 1
20140804:10:00:08.751230,1786.75,347354	 flag: 1
20140804:10:00:08.818612,919.51,494721	 flag: 1
20140804:10:00:08.820450,1593.75,655963	 flag: 1
20140804:10:00:08.823371,930.15,198118	 flag: 1
20140804:10:00:08.830740,886.33,664546	 flag: 1
20140804:10:00:08.857827,840.73,714272	 flag: 1
20140804:10:00:08.867424,1730.02,305865	 flag: 1
20140804:10:00:08.869507,908.07,318990	 flag: 1
20140804:10:00:08.883144,893.58,561521	 flag: 1
20140804:10:00:08.921999,941.03,411062	 flag: 1
20140804:10:00:08.926354,908.50,144808	 flag: 1
20140804:10:00:08.953335,1658.66,405312	 flag: 1
20140804:10:00:08.964813,1612.57,182982	 flag: 1
20140804:10:00:08.966505,1595.85,240706	 flag: 1
20140804:10:00:09.005333,1646.94,728846	 flag: 1
20140804:10:00:09.006543,1864.93,475584	 flag: 1
20140804:10:00:09.010548,1726.02,110080	 flag: 1
20140804:10:00:09.019295,1594.49,720779	 flag: 1
20140804:10:00:09.036885,1662.90,232245	 flag: 1
20140804:10:00:09.039017,947.59,693991	 flag: 1
20140804:10:00:09.080037,1702.38,410599	 flag: 1
20140804:10:00:09.081259,900.55,8359	 flag: 1
20140804:10:00:09.083633,1767.72,685417	 flag: 1
20140804:10:00:09.088554,1637.15,404663	 flag: 1
20140804:10:00:09.095683,1637.07,7304	 flag: 1
20140804:10:00:09.097011,901.95,489041	 flag: 1
20140804:10:00:09.104002,1828.27,234791	 flag: 1
20140804:10:00:09.116731,1705.82,664765	 flag: 1
20140804:10:00:09.117265,917.39,635685	 flag: 1
20140804:10:00:09.127077,882.76,249748	 flag: 1
20140804:10:00:09.132332,831.94,100026	 flag: 1
20140804:10:00:09.138973,857.82,151542	 flag: 1
20140804:10:00:09.145508,1855.01,480406	 flag: 1
20140804:10:00:09.158885,901.79,54376	 flag: 1
20140804:10:00:09.164425,839.30,707904	 flag: 1
20140804:10:00:09.170791,860.27,303007	 flag: 1
20140804:10:00:09.174289,1748.16,677621	 flag: 1
20140804:10:00:09.182689,1621.76,528590	 flag: 1
20140804:10:00:09.183243,1967.79,1483	 flag: 1
20140804:10:00:09.192678,1695.83,717614	 flag: 1
20140804:10:00:09.200054,850.17,108091	 flag: 1
20140804:10:00:09.204861,1617.28,254947	 flag: 1
20140804:10:00:09.217292,1845.85,401261	 flag: 1
20140804:10:00:09.222172,2402.72,66085	 flag: 1
20140804:10:00:09.222835,1686.52,207154	 flag: 1
20140804:10:00:09.228485,1328.13,457008	 flag: 1
20140804:10:00:09.234491,1802.92,702777	 flag: 1
20140804:10:00:09.245831,838.79,193962	 flag: 1
20140804:10:00:09.249659,1842.09,450505	 flag: 1
20140804:10:00:09.250080,1619.19,484671	 flag: 1
